rpm,v_inf,inflow_angle_deg,inflow_azimuth_deg,Fx_true,Fy_true,Fz_true,Mx_true,My_true,Mz_true,J,Ct,Cq,Cp,eta,CT,CQ,CP,FM,thrust_per_power,disk_loading,thrust,torque,power_shaft,v_induced_mean,tip_mach
27309.072,5,90,0,-0.00581863879,-0.000106518523,0.0948620135,-0.00015063351,-9.80436509e-05,-0.000323074388,2.15526859e-17,0.393976018,0.0429918574,0.270125807,3.14343953e-17,0.0508253244,0.011092427,0.011092427,0.730430104,0.102672527,123.998068,0.0948620135,0.000323074388,0.923927916,7.20328402,0.14583616
27309.072,5.5,90,0,-0.00638144392,-2.29423266e-05,0.0955755842,-0.000167680581,-9.97389599e-05,-0.00032248664,2.37079545e-17,0.396939583,0.0429136452,0.269634385,3.49014299e-17,0.0512076425,0.0110722472,0.0110722472,0.740033534,0.103633383,124.930806,0.0955755842,0.00032248664,0.922247077,7.08580742,0.147305478
27309.072,6,90,0,-0.00694596343,7.6616558e-05,0.0962592334,-0.000185830935,-9.83747159e-05,-0.00032189715,2.58632231e-17,0.399778879,0.0428352012,0.269141507,3.84168555e-17,0.0515739292,0.0110520077,0.0110520077,0.749357661,0.10456581,125.824432,0.0962592334,0.00032189715,0.920561254,6.95842848,0.148774796
27309.072,6.5,90,0,-0.00750538049,0.000181818441,0.0969375719,-0.000204974839,-9.47142055e-05,-0.000321402185,2.80184917e-17,0.40259612,0.0427693355,0.268727661,4.19760884e-17,0.0519373705,0.0110350136,0.0110350136,0.758458927,0.105464853,126.711117,0.0969375719,0.000321402185,0.919145752,6.82329088,0.150244113
27309.072,7,90,0,-0.00806055777,0.000287746396,0.0976372609,-0.000224817315,-8.93598731e-05,-0.000321056198,3.01737603e-17,0.405502032,0.0427232947,0.268438377,4.5580372e-17,0.0523122509,0.0110231345,0.0110231345,0.767511706,0.106340566,127.625709,0.0976372609,0.000321056198,0.918156298,6.68295623,0.151713431
27309.072,7.5,90,0,-0.00860757214,0.000385540105,0.0984018608,-0.000244864788,-8.32078496e-05,-0.00032093097,3.23290289e-17,0.408677529,0.0427066305,0.268333673,4.92377549e-17,0.0527219096,0.0110188349,0.0110188349,0.776847949,0.107215141,128.62515,0.0984018608,0.00032093097,0.917798172,6.54089603,0.153182749
27309.072,8,90,0,-0.00914822321,0.000475692505,0.0992200373,-0.000265094677,-7.64064722e-05,-0.000320990493,3.44842975e-17,0.412075537,0.0427145513,0.268383441,5.29471392e-17,0.0531602735,0.0110208786,0.0110208786,0.786411028,0.10808655,129.694622,0.0992200373,0.000320990493,0.917968396,6.39847903,0.154652067
27309.072,8.5,90,0,-0.00968515457,0.000560842569,0.100074877,-0.000285858271,-6.89229923e-05,-0.000321207574,3.66395661e-17,0.415625815,0.0427434384,0.268564944,5.67026704e-17,0.0536182812,0.0110283318,0.0110283318,0.79605763,0.108944104,130.812019,0.100074877,0.000321207574,0.918589203,6.25598976,0.156121384
27309.072,9,90,0,-0.0102137188,0.000635589546,0.100985766,-0.000306593832,-6.1228808e-05,-0.000321599141,3.87948347e-17,0.41940887,0.0427955448,0.268892338,6.0510827e-17,0.0541063184,0.0110417759,0.0110417759,0.805968466,0.109801867,132.002679,0.100985766,0.000321599141,0.919709008,6.11554635,0.157590702
27309.072,9.5,90,0,-0.0107380071,0.000701676212,0.101973296,-0.000327346957,-5.34058016e-05,-0.000322197908,4.09501033e-17,0.423510229,0.0428752234,0.269392973,6.43772827e-17,0.0546354189,0.0110623339,0.0110623339,0.816299732,0.110669559,133.29352,0.101973296,0.000322197908,0.921421362,5.97917354,0.15906002
27309.072,10,90,0,-0.0112521702,0.000759349854,0.102996745,-0.00034779193,-4.54491645e-05,-0.000322915782,4.31053719e-17,0.427760765,0.0429707516,0.269993195,6.82935242e-17,0.0551837641,0.0110869814,0.0110869814,0.826777528,0.111531789,134.631313,0.102996745,0.000322915782,0.923474338,5.84608314,0.160529338
