rpm,v_inf,inflow_angle_deg,inflow_azimuth_deg,Fx_true,Fy_true,Fz_true,Mx_true,My_true,Mz_true,J,Ct,Cq,Cp,eta,CT,CQ,CP,FM,thrust_per_power,disk_loading,thrust,torque,power_shaft,v_induced_mean,tip_mach
27309.072,5,30,0,-0.00359867991,-0.00043323145,0.0722987831,-8.80911493e-05,-2.80150711e-05,-0.000309671404,0.304825417,0.300267574,0.0412083079,0.258919435,0.353504511,0.03873636,0.0106322493,0.0106322493,0.507035144,0.0816383698,94.504735,0.0722987831,0.000309671404,0.885598074,5.15144774,0.139072925
27309.072,5.5,30,0,-0.00402614884,-0.000469793346,0.0700892015,-9.77193265e-05,-2.76953288e-05,-0.000306373728,0.335307958,0.291090854,0.0407694826,0.256162214,0.381028405,0.0375525068,0.010519027,0.010519027,0.489179032,0.079995219,91.6164994,0.0700892015,0.000306373728,0.876167381,4.89441402,0.139926073
27309.072,6,30,0,-0.00445744248,-0.000500874389,0.0678293314,-0.000107354679,-2.69506558e-05,-0.000302782988,0.3657905,0.281705278,0.040291659,0.25315996,0.407035594,0.0363417099,0.0103957426,0.0103957426,0.471234979,0.0783340365,88.6625296,0.0678293314,0.000302782988,0.865898586,4.64198674,0.140789386
27309.072,6.5,30,0,-0.00489251713,-0.000527874868,0.0655177568,-0.000116981188,-2.58354386e-05,-0.000298879751,0.396273042,0.272104966,0.039772251,0.249896423,0.431490219,0.0351032107,0.010261729,0.010261729,0.453194596,0.0766526136,85.6409747,0.0655177568,0.000298879751,0.854736111,4.3943997,0.141662678
27309.072,7,30,0,-0.00533638002,-0.000550129388,0.0631518391,-0.000126586685,-2.43834873e-05,-0.000294630438,0.426755583,0.262278958,0.0392067903,0.246343529,0.454361478,0.0338355954,0.0101158332,0.0101158332,0.435054914,0.0749502061,82.5483855,0.0631518391,0.000294630438,0.842583928,4.15148904,0.142545765
27309.072,7.5,30,0,-0.00578837628,-0.000565369758,0.060728417,-0.000136144434,-2.26250762e-05,-0.000290006197,0.457238125,0.252214127,0.0385914375,0.242477153,0.475599094,0.0325371704,0.00995706461,0.00995706461,0.416795815,0.0732232707,79.3806302,0.060728417,0.000290006197,0.829359526,3.9132511,0.143438467
27309.072,8,30,0,-0.00625249022,-0.00057809822,0.0582489112,-0.000145664982,-2.06231979e-05,-0.000284984312,0.487720666,0.241916371,0.0379231699,0.238278304,0.495167255,0.0312086967,0.00978464336,0.00978464336,0.398431301,0.071471237,76.1395653,0.0582489112,0.000284984312,0.814997943,3.67975506,0.144340605
27309.072,8.5,30,0,-0.00673217181,-0.000584792194,0.0557145017,-0.000155152241,-1.83961958e-05,-0.000279541795,0.518203208,0.231390592,0.0371989284,0.23372776,0.513021419,0.0298508066,0.00959778015,0.00959778015,0.379969127,0.0696924834,72.8267336,0.0557145017,0.000279541795,0.799433438,3.45110309,0.145252004
27309.072,9,30,0,-0.00722699708,-0.000584776846,0.0531246028,-0.000164588193,-1.59733991e-05,-0.000273655219,0.54868575,0.220634358,0.0364155953,0.228805933,0.529089986,0.0284631864,0.00939567061,0.00939567061,0.361395295,0.0678822769,69.4413695,0.0531246028,0.000273655219,0.782599012,3.22741161,0.146172489
27309.072,9.5,30,0,-0.00772772209,-0.000582078554,0.0504819427,-0.000173915326,-1.33979958e-05,-0.000267326859,0.579168291,0.209658999,0.0355734736,0.223514727,0.543265519,0.0270472976,0.00917839287,0.00917839287,0.342692168,0.0660325249,65.987039,0.0504819427,0.000267326859,0.764501172,3.00884487,0.147101891
27309.072,10,30,0,-0.00823015823,-0.000573507223,0.0477875698,-0.000183102099,-1.06880309e-05,-0.000260545292,0.609650833,0.198468868,0.0346710432,0.217844589,0.555426743,0.0256037021,0.00894555475,0.00894555475,0.323841031,0.064135156,62.4651126,0.0477875698,0.000260545292,0.745107252,2.79531328,0.148040042
