rpm,v_inf,inflow_angle_deg,inflow_azimuth_deg,Fx_true,Fy_true,Fz_true,Mx_true,My_true,Mz_true,J,Ct,Cq,Cp,eta,CT,CQ,CP,FM,thrust_per_power,disk_loading,thrust,torque,power_shaft,v_induced_mean,tip_mach
27309.072,5,0,0,-1.73472348e-18,2.16840434e-18,0.0671880166,1.35525272e-20,4.06575815e-20,-0.000302411832,0.351982073,0.279041802,0.0402422688,0.252849632,0.388443167,0.0359981052,0.0103829994,0.0103829994,0.465137803,0.0776886334,87.8242404,0.0671880166,0.000302411832,0.864837155,4.81384527,0.131963523
27309.072,5.5,0,0,0,2.60208521e-18,0.0642623946,1.35525272e-20,0,-0.000297530893,0.38718028,0.26689126,0.039592757,0.248768629,0.415386109,0.0344306107,0.0102154173,0.0102154173,0.442227735,0.075524747,84.0000387,0.0642623946,0.000297530893,0.850878648,4.52573302,0.132135189
27309.072,6,0,0,-4.33680869e-19,1.30104261e-18,0.0612714459,0,1.35525272e-20,-0.000292212142,0.422378487,0.254469406,0.0388849851,0.244321567,0.439921879,0.0328281153,0.0100328035,0.0100328035,0.419209988,0.0733203132,80.0904457,0.0612714459,0.000292212142,0.835668088,4.24209757,0.132322948
27309.072,6.5,0,0,-4.33680869e-19,8.67361738e-19,0.0582148298,0,2.71050543e-20,-0.000286433208,0.457576694,0.241774826,0.0381159761,0.239489741,0.461942651,0.0311904365,0.00983438971,0.00983438971,0.396068011,0.0710681001,76.0950161,0.0582148298,0.000286433208,0.819141495,3.96292095,0.132526733
27309.072,7,0,0,4.33680869e-19,1.30104261e-18,0.0550922545,2.71050543e-20,2.71050543e-20,-0.000280171323,0.492774902,0.228806308,0.0372827002,0.234254114,0.481314943,0.029517418,0.00961939432,0.00961939432,0.372781905,0.0687592776,72.0133686,0.0550922545,0.000280171323,0.80123376,3.6881786,0.13274647
27309.072,7.5,0,0,-4.33680869e-19,8.67361738e-19,0.0519034844,2.71050543e-20,3.38813179e-20,-0.000273403387,0.527973109,0.215562872,0.0363820837,0.228595374,0.497872717,0.0278089336,0.0093870242,0.0093870242,0.349328136,0.066383029,67.8451951,0.0519034844,0.000273403387,0.781878821,3.41783908,0.132982078
27309.072,8,0,0,-4.33680869e-19,8.67361738e-19,0.0486483396,1.35525272e-20,2.03287907e-20,-0.00026610602,0.563171316,0.202043773,0.0354110152,0.22249397,0.511408274,0.0260648868,0.00913647661,0.00913647661,0.325679198,0.0639260343,63.5902604,0.0486483396,0.00026610602,0.761009817,3.15186392,0.133233475
27309.072,8.5,0,0,4.33680869e-19,8.67361738e-19,0.0453266812,1.35525272e-20,2.71050543e-20,-0.000258255583,0.598369523,0.188248433,0.0343663491,0.215930139,0.521660039,0.0242852032,0.00886693992,0.00886693992,0.301803207,0.0613717693,59.2483831,0.0453266812,0.000258255583,0.738559141,2.89020903,0.133500571
27309.072,9,0,0,0,4.33680869e-19,0.0419384233,-1.35525272e-20,3.38813179e-21,-0.000249828255,0.633567731,0.174176495,0.0332449155,0.208883964,0.528296209,0.0224698369,0.00857759629,0.00857759629,0.27766381,0.0586995787,54.8194508,0.0419384233,0.000249828255,0.714458676,2.6328237,0.133783271
27309.072,9.5,0,0,-4.33680869e-19,0,0.0384835183,-6.77626358e-21,2.71050543e-20,-0.00024080006,0.668765938,0.159827762,0.0320435238,0.201335398,0.530892053,0.0206187622,0.0082676225,0.0082676225,0.253220143,0.055883374,50.3034013,0.0384835183,0.00024080006,0.688639849,2.37965194,0.134081478
27309.072,10,0,0,-8.67361738e-19,4.33680869e-19,0.0349619606,-6.77626358e-21,2.37169225e-20,-0.000231146924,0.703964145,0.14520221,0.0307589706,0.193264312,0.528898214,0.0187319763,0.00793619199,0.00793619199,0.22842742,0.0528898214,45.7002273,0.0349619606,0.000231146924,0.661033818,2.13063241,0.134395088
